,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
152798,AR,AR: White County (05145),229.8,275.3,251.8,500,Mortality,192154.0,All Races,Male,All Cancer Sites Combined,2012-2016,237.9,284.0,260.2
153686,AR,AR: Woodruff County (05147),247.9,413.6,322.3,68,Mortality,16349.0,All Races,Male,All Cancer Sites Combined,2012-2016,323.0,527.3,415.9
154574,AR,AR: Yell County (05149),172.9,246.7,207.3,133,Mortality,54193.0,All Races,Male,All Cancer Sites Combined,2012-2016,205.5,290.8,245.4
155462,AZ,AZ: Apache County (04001),141.2,181.8,160.6,267,Mortality,177590.0,All Races,Male,All Cancer Sites Combined,2012-2016,132.9,169.5,150.3
156350,AZ,AZ: Cochise County (04003),176.7,203.3,189.6,834,Mortality,325896.0,All Races,Male,All Cancer Sites Combined,2012-2016,238.8,273.9,255.9
157238,AZ,AZ: Coconino County (04005),127.3,158.2,142.2,380,Mortality,340298.0,All Races,Male,All Cancer Sites Combined,2012-2016,100.7,123.5,111.7
158126,AZ,AZ: Gila County (04007),172.4,211.6,191.1,434,Mortality,131494.0,All Races,Male,All Cancer Sites Combined,2012-2016,299.7,362.6,330.1
159014,AZ,AZ: Graham County (04009),138.8,194.9,165.2,143,Mortality,100577.0,All Races,Male,All Cancer Sites Combined,2012-2016,119.8,167.5,142.2
159902,AZ,AZ: Greenlee County (04011),97.4,210.4,146.4,30,Mortality,24007.0,All Races,Male,All Cancer Sites Combined,2012-2016,84.3,178.4,125.0
160790,AZ,AZ: La Paz County (04012) - 1994+,118.5,168.1,141.0,174,Mortality,52612.0,All Races,Male,All Cancer Sites Combined,2012-2016,283.4,383.7,330.7
161678,AZ,AZ: Maricopa County (04013),164.3,169.5,166.9,16403,Mortality,10094212.0,All Races,Male,All Cancer Sites Combined,2012-2016,160.0,165.0,162.5
162566,AZ,AZ: Mohave County (04015),204.3,224.4,214.1,1993,Mortality,513756.0,All Races,Male,All Cancer Sites Combined,2012-2016,371.1,405.3,387.9
163454,AZ,AZ: Navajo County (04017),147.3,178.4,162.3,462,Mortality,269322.0,All Races,Male,All Cancer Sites Combined,2012-2016,156.3,187.9,171.5
164342,AZ,AZ: Pima County (04019),170.5,180.2,175.3,5231,Mortality,2463169.0,All Races,Male,All Cancer Sites Combined,2012-2016,206.7,218.2,212.4
165230,AZ,AZ: Pinal County (04021),148.2,162.8,155.4,1873,Mortality,1034963.0,All Races,Male,All Cancer Sites Combined,2012-2016,172.9,189.4,181.0
166118,AZ,AZ: Santa Cruz County (04023),129.8,176.3,151.7,181,Mortality,111436.0,All Races,Male,All Cancer Sites Combined,2012-2016,139.6,187.9,162.4
167456,AZ,AZ: Yavapai County (04025),173.4,191.3,182.1,1816,Mortality,532410.0,All Races,Male,All Cancer Sites Combined,2012-2016,325.6,357.1,341.1
168344,AZ,AZ: Yuma County (04027) - 1994+,129.9,149.2,139.3,845,Mortality,520406.0,All Races,Male,All Cancer Sites Combined,2012-2016,151.6,173.7,162.4
169232,CA,CA: Alameda County (06001),157.2,165.8,161.4,5788,Mortality,3942531.0,All Races,Male,All Cancer Sites Combined,2012-2016,143.1,150.6,146.8
170120,CA,CA: Alpine County (06003),~,~,~,~,Mortality,2860.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
171008,CA,CA: Amador County (06005),153.5,196.5,173.7,283,Mortality,98524.0,All Races,Male,All Cancer Sites Combined,2012-2016,254.7,322.7,287.2
171896,CA,CA: Butte County (06007),188.7,211.2,199.7,1297,Mortality,553071.0,All Races,Male,All Cancer Sites Combined,2012-2016,221.9,247.6,234.5
172784,CA,CA: Calaveras County (06009),159.7,200.5,179.0,349,Mortality,112228.0,All Races,Male,All Cancer Sites Combined,2012-2016,279.2,345.4,311.0
173672,CA,CA: Colusa County (06011),119.8,189.6,151.8,80,Mortality,54849.0,All Races,Male,All Cancer Sites Combined,2012-2016,115.7,181.5,145.9
174560,CA,CA: Contra Costa County (06013),163.0,173.1,168.0,4552,Mortality,2708551.0,All Races,Male,All Cancer Sites Combined,2012-2016,163.2,173.0,168.1
175448,CA,CA: Del Norte County (06015),167.7,234.1,198.8,153,Mortality,75765.0,All Races,Male,All Cancer Sites Combined,2012-2016,171.2,236.6,201.9
176336,CA,CA: El Dorado County (06017),158.0,180.0,168.7,987,Mortality,457997.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.3,229.4,215.5
177224,CA,CA: Fresno County (06019),169.4,181.5,175.4,3433,Mortality,2402010.0,All Races,Male,All Cancer Sites Combined,2012-2016,138.2,147.8,142.9
178112,CA,CA: Glenn County (06021),169.0,235.2,200.0,152,Mortality,70432.0,All Races,Male,All Cancer Sites Combined,2012-2016,182.9,253.0,215.8
179000,CA,CA: Humboldt County (06023),186.6,217.3,201.5,735,Mortality,337366.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.4,234.2,217.9
179888,CA,CA: Imperial County (06025),153.2,179.5,166.0,638,Mortality,456660.0,All Races,Male,All Cancer Sites Combined,2012-2016,129.1,151.0,139.7
180776,CA,CA: Inyo County (06027),162.2,232.1,194.4,135,Mortality,45808.0,All Races,Male,All Cancer Sites Combined,2012-2016,247.1,348.8,294.7
181664,CA,CA: Kern County (06029),179.0,192.9,185.9,3033,Mortality,2231896.0,All Races,Male,All Cancer Sites Combined,2012-2016,131.1,140.8,135.9
182552,CA,CA: Kings County (06031),159.3,192.5,175.4,476,Mortality,416802.0,All Races,Male,All Cancer Sites Combined,2012-2016,104.2,124.9,114.2
183440,CA,CA: Lake County (06033),202.9,243.7,222.5,512,Mortality,159851.0,All Races,Male,All Cancer Sites Combined,2012-2016,293.2,349.3,320.3
184328,CA,CA: Lassen County (06035),119.4,174.1,144.9,125,Mortality,101329.0,All Races,Male,All Cancer Sites Combined,2012-2016,102.7,147.0,123.4
185216,CA,CA: Los Angeles County (06037),163.9,167.4,165.6,36152,Mortality,24792043.0,All Races,Male,All Cancer Sites Combined,2012-2016,144.3,147.3,145.8
186104,CA,CA: Madera County (06039),159.2,187.5,172.9,610,Mortality,370997.0,All Races,Male,All Cancer Sites Combined,2012-2016,151.6,178.0,164.4
186992,CA,CA: Marin County (06041),129.7,145.9,137.6,1169,Mortality,634608.0,All Races,Male,All Cancer Sites Combined,2012-2016,173.8,195.1,184.2
187880,CA,CA: Mariposa County (06043),142.5,209.0,172.8,126,Mortality,45126.0,All Races,Male,All Cancer Sites Combined,2012-2016,232.6,332.4,279.2
188768,CA,CA: Mendocino County (06045),187.1,222.7,204.3,571,Mortality,217466.0,All Races,Male,All Cancer Sites Combined,2012-2016,241.5,285.0,262.6
189656,CA,CA: Merced County (06047),176.1,200.9,188.2,950,Mortality,668848.0,All Races,Male,All Cancer Sites Combined,2012-2016,133.1,151.4,142.0
190544,CA,CA: Modoc County (06049),134.8,228.6,176.0,67,Mortality,23065.0,All Races,Male,All Cancer Sites Combined,2012-2016,225.1,368.9,290.5
191432,CA,CA: Mono County (06051),79.7,159.6,114.8,40,Mortality,37249.0,All Races,Male,All Cancer Sites Combined,2012-2016,76.7,146.2,107.4
192320,CA,CA: Monterey County (06053),151.1,167.8,159.3,1498,Mortality,1100743.0,All Races,Male,All Cancer Sites Combined,2012-2016,129.3,143.2,136.1
193208,CA,CA: Napa County (06055),175.0,201.7,188.0,801,Mortality,350303.0,All Races,Male,All Cancer Sites Combined,2012-2016,213.1,245.1,228.7
194096,CA,CA: Nevada County (06057),142.0,168.4,154.7,598,Mortality,242675.0,All Races,Male,All Cancer Sites Combined,2012-2016,227.1,267.0,246.4
194984,CA,CA: Orange County (06059),157.4,163.4,160.4,11667,Mortality,7740662.0,All Races,Male,All Cancer Sites Combined,2012-2016,148.0,153.5,150.7
195872,CA,CA: Placer County (06061),169.3,185.4,177.2,1934,Mortality,903102.0,All Races,Male,All Cancer Sites Combined,2012-2016,204.7,223.9,214.2
196760,CA,CA: Plumas County (06063),125.1,184.9,152.3,124,Mortality,47155.0,All Races,Male,All Cancer Sites Combined,2012-2016,218.7,313.5,263.0
197648,CA,CA: Riverside County (06065),171.1,178.2,174.7,9553,Mortality,5779004.0,All Races,Male,All Cancer Sites Combined,2012-2016,162.0,168.7,165.3
198536,CA,CA: Sacramento County (06067),184.9,194.5,189.7,6261,Mortality,3613063.0,All Races,Male,All Cancer Sites Combined,2012-2016,169.0,177.6,173.3
199424,CA,CA: San Benito County (06069),132.2,177.9,153.8,195,Mortality,144843.0,All Races,Male,All Cancer Sites Combined,2012-2016,116.4,154.9,134.6
200312,CA,CA: San Bernardino County (06071),187.3,196.3,191.7,7618,Mortality,5236617.0,All Races,Male,All Cancer Sites Combined,2012-2016,142.2,148.8,145.5
201200,CA,CA: San Diego County (06073),174.3,180.6,177.4,13066,Mortality,8173504.0,All Races,Male,All Cancer Sites Combined,2012-2016,157.1,162.6,159.9
202088,CA,CA: San Francisco County (06075),155.4,166.0,160.6,3680,Mortality,2173498.0,All Races,Male,All Cancer Sites Combined,2012-2016,163.9,174.9,169.3
202976,CA,CA: San Joaquin County (06077),191.1,205.9,198.4,2962,Mortality,1778983.0,All Races,Male,All Cancer Sites Combined,2012-2016,160.6,172.6,166.5
203864,CA,CA: San Luis Obispo County (06079),152.0,169.6,160.6,1364,Mortality,707481.0,All Races,Male,All Cancer Sites Combined,2012-2016,182.7,203.3,192.8
204752,CA,CA: San Mateo County (06081),144.6,155.7,150.1,2921,Mortality,1863411.0,All Races,Male,All Cancer Sites Combined,2012-2016,151.1,162.5,156.8
205640,CA,CA: Santa Barbara County (06083),155.5,170.9,163.0,1793,Mortality,1101653.0,All Races,Male,All Cancer Sites Combined,2012-2016,155.3,170.5,162.8
206528,CA,CA: Santa Clara County (06085),145.8,153.3,149.5,6331,Mortality,4761967.0,All Races,Male,All Cancer Sites Combined,2012-2016,129.7,136.3,132.9
207416,CA,CA: Santa Cruz County (06087),146.9,167.4,156.9,1018,Mortality,674116.0,All Races,Male,All Cancer Sites Combined,2012-2016,141.9,160.6,151.0
208304,CA,CA: Shasta County (06089),216.3,241.9,228.8,1315,Mortality,438300.0,All Races,Male,All Cancer Sites Combined,2012-2016,284.0,316.7,300.0
209192,CA,CA: Sierra County (06091),111.5,278.1,175.1,+,Mortality,7578.0,All Races,Male,All Cancer Sites Combined,2012-2016,224.1,502.7,343.1
210080,CA,CA: Siskiyou County (06093),182.6,228.3,204.3,352,Mortality,108419.0,All Races,Male,All Cancer Sites Combined,2012-2016,291.6,360.4,324.7
210968,CA,CA: Solano County (06095),194.9,213.1,203.8,2110,Mortality,1068540.0,All Races,Male,All Cancer Sites Combined,2012-2016,189.1,206.1,197.5
211856,CA,CA: Sonoma County (06097),170.0,184.6,177.1,2442,Mortality,1220052.0,All Races,Male,All Cancer Sites Combined,2012-2016,192.3,208.3,200.2
212744,CA,CA: Stanislaus County (06099),194.1,211.2,202.5,2280,Mortality,1311392.0,All Races,Male,All Cancer Sites Combined,2012-2016,166.8,181.1,173.9
213632,CA,CA: Sutter County (06101),165.7,200.7,182.6,440,Mortality,236442.0,All Races,Male,All Cancer Sites Combined,2012-2016,169.1,204.3,186.1
214520,CA,CA: Tehama County (06103),176.8,217.5,196.3,385,Mortality,156932.0,All Races,Male,All Cancer Sites Combined,2012-2016,221.4,271.1,245.3
215408,CA,CA: Trinity County (06105),154.8,237.0,192.0,108,Mortality,33841.0,All Races,Male,All Cancer Sites Combined,2012-2016,261.8,385.3,319.1
216296,CA,CA: Tulare County (06107),161.6,179.6,170.4,1475,Mortality,1140802.0,All Races,Male,All Cancer Sites Combined,2012-2016,122.8,136.1,129.3
217184,CA,CA: Tuolumne County (06109),155.1,192.0,172.7,373,Mortality,140518.0,All Races,Male,All Cancer Sites Combined,2012-2016,239.2,293.8,265.4
218072,CA,CA: Ventura County (06111),159.4,170.9,165.1,3322,Mortality,2089296.0,All Races,Male,All Cancer Sites Combined,2012-2016,153.6,164.5,159.0
218960,CA,CA: Yolo County (06113),160.4,186.2,173.0,736,Mortality,511206.0,All Races,Male,All Cancer Sites Combined,2012-2016,133.8,154.8,144.0
219848,CA,CA: Yuba County (06115),204.3,253.7,228.1,364,Mortality,186595.0,All Races,Male,All Cancer Sites Combined,2012-2016,175.5,216.2,195.1
221186,CO,CO: Adams County (08001) - 2002+,178.4,198.5,188.3,1542,Mortality,1205669.0,All Races,Male,All Cancer Sites Combined,2012-2016,121.6,134.4,127.9
222074,CO,CO: Alamosa County (08003),132.8,227.3,175.6,61,Mortality,40781.0,All Races,Male,All Cancer Sites Combined,2012-2016,114.4,192.1,149.6
222962,CO,CO: Arapahoe County (08005),153.0,167.8,160.3,2015,Mortality,1519052.0,All Races,Male,All Cancer Sites Combined,2012-2016,126.9,138.6,132.6
223850,CO,CO: Archuleta County (08007),91.2,166.2,124.0,57,Mortality,31066.0,All Races,Male,All Cancer Sites Combined,2012-2016,139.0,237.7,183.5
224738,CO,CO: Baca County (08009),105.2,260.1,167.7,24,Mortality,8982.0,All Races,Male,All Cancer Sites Combined,2012-2016,171.2,397.6,267.2
225626,CO,CO: Bent County (08011),156.3,299.1,218.4,43,Mortality,18663.0,All Races,Male,All Cancer Sites Combined,2012-2016,166.7,310.4,230.4
226514,CO,CO: Boulder County (08013) - 2002+,129.0,147.7,138.1,927,Mortality,786414.0,All Races,Male,All Cancer Sites Combined,2012-2016,110.4,125.7,117.9
227402,CO,CO: Boulder before Broomfield (08912) - 1969-2001,~,~,~,~,Mortality,0.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
228290,CO,CO: Broomfield County (08014) - 2002+,151.5,200.6,174.9,216,Mortality,154605.0,All Races,Male,All Cancer Sites Combined,2012-2016,121.7,159.6,139.7
229178,CO,CO: Chaffee County (08015),132.8,194.1,160.8,122,Mortality,49335.0,All Races,Male,All Cancer Sites Combined,2012-2016,205.4,295.3,247.3
230066,CO,CO: Cheyenne County (08017),~,~,~,~,Mortality,4601.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
230954,CO,CO: Clear Creek County (08019),90.4,198.7,136.7,37,Mortality,23806.0,All Races,Male,All Cancer Sites Combined,2012-2016,109.4,214.2,155.4
231842,CO,CO: Conejos County (08021),112.7,218.6,158.8,40,Mortality,20429.0,All Races,Male,All Cancer Sites Combined,2012-2016,139.9,266.6,195.8
232730,CO,CO: Costilla County (08023),75.0,213.2,127.9,20,Mortality,9320.0,All Races,Male,All Cancer Sites Combined,2012-2016,131.1,331.4,214.6
233618,CO,CO: Crowley County (08025),~,~,~,~,Mortality,19308.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
234506,CO,CO: Custer County (08027),109.8,242.0,161.7,37,Mortality,11245.0,All Races,Male,All Cancer Sites Combined,2012-2016,231.7,453.5,329.0
235394,CO,CO: Delta County (08029),158.1,211.1,182.9,214,Mortality,75733.0,All Races,Male,All Cancer Sites Combined,2012-2016,246.0,323.1,282.6
236282,CO,CO: Denver County (08031),179.3,194.8,186.9,2433,Mortality,1661269.0,All Races,Male,All Cancer Sites Combined,2012-2016,140.7,152.4,146.5
237170,CO,CO: Dolores County (08033),~,~,~,~,Mortality,5242.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
238058,CO,CO: Douglas County (08035),121.4,142.8,131.8,705,Mortality,778974.0,All Races,Male,All Cancer Sites Combined,2012-2016,83.9,97.4,90.5
238946,CO,CO: Eagle County (08037),62.8,105.6,82.3,93,Mortality,141190.0,All Races,Male,All Cancer Sites Combined,2012-2016,53.2,80.7,65.9
239834,CO,CO: El Paso County (08041),161.5,176.2,168.7,2257,Mortality,1670515.0,All Races,Male,All Cancer Sites Combined,2012-2016,129.6,140.8,135.1
240722,CO,CO: Elbert County (08039),106.3,179.8,139.6,84,Mortality,60380.0,All Races,Male,All Cancer Sites Combined,2012-2016,111.0,172.2,139.1
241610,CO,CO: Fremont County (08043),175.0,219.0,196.0,328,Mortality,133882.0,All Races,Male,All Cancer Sites Combined,2012-2016,219.2,273.0,245.0
242498,CO,CO: Garfield County (08045),112.1,157.6,133.5,158,Mortality,146629.0,All Races,Male,All Cancer Sites Combined,2012-2016,91.6,125.9,107.8
243386,CO,CO: Gilpin County (08047),80.6,239.6,145.0,22,Mortality,14936.0,All Races,Male,All Cancer Sites Combined,2012-2016,92.3,223.0,147.3
244274,CO,CO: Grand County (08049),75.1,150.2,107.9,42,Mortality,38710.0,All Races,Male,All Cancer Sites Combined,2012-2016,78.2,146.7,108.5
245162,CO,CO: Gunnison County (08051),92.2,189.6,135.2,39,Mortality,43086.0,All Races,Male,All Cancer Sites Combined,2012-2016,64.4,123.7,90.5
246050,CO,CO: Hinsdale County (08053),~,~,~,~,Mortality,2033.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
246938,CO,CO: Huerfano County (08055),124.6,220.4,164.7,59,Mortality,16302.0,All Races,Male,All Cancer Sites Combined,2012-2016,275.5,466.8,361.9
247826,CO,CO: Jackson County (08057),~,~,~,~,Mortality,3581.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
248714,CO,CO: Jefferson County (08059) - 2002+,152.6,166.3,159.3,2266,Mortality,1387734.0,All Races,Male,All Cancer Sites Combined,2012-2016,156.6,170.2,163.3
249602,CO,CO: Kiowa County (08061),221.0,632.9,383.1,+,Mortality,3347.0,All Races,Male,All Cancer Sites Combined,2012-2016,341.8,886.5,567.7
250490,CO,CO: Kit Carson County (08063),107.0,209.3,151.6,38,Mortality,22091.0,All Races,Male,All Cancer Sites Combined,2012-2016,121.7,236.1,172.0
251378,CO,CO: La Plata County (08067),127.2,170.4,147.6,213,Mortality,136269.0,All Races,Male,All Cancer Sites Combined,2012-2016,136.0,178.8,156.3
252266,CO,CO: Lake County (08065),68.2,192.7,119.8,18,Mortality,19797.0,All Races,Male,All Cancer Sites Combined,2012-2016,53.9,143.7,90.9
253154,CO,CO: Larimer County (08069),145.6,163.9,154.6,1190,Mortality,807299.0,All Races,Male,All Cancer Sites Combined,2012-2016,139.1,156.0,147.4
254042,CO,CO: Las Animas County (08071),132.4,208.5,166.9,87,Mortality,36878.0,All Races,Male,All Cancer Sites Combined,2012-2016,189.0,291.0,235.9
254930,CO,CO: Lincoln County (08073),79.2,194.9,127.3,22,Mortality,16035.0,All Races,Male,All Cancer Sites Combined,2012-2016,86.0,207.7,137.2
255818,CO,CO: Logan County (08075),149.7,218.2,181.5,117,Mortality,60635.0,All Races,Male,All Cancer Sites Combined,2012-2016,159.6,231.3,193.0
256706,CO,CO: Mesa County (08077),172.0,198.2,184.7,808,Mortality,366760.0,All Races,Male,All Cancer Sites Combined,2012-2016,205.4,236.0,220.3
257594,CO,CO: Mineral County (08079),~,~,~,~,Mortality,1859.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
258482,CO,CO: Moffat County (08081),123.4,218.8,166.1,59,Mortality,33687.0,All Races,Male,All Cancer Sites Combined,2012-2016,133.3,225.9,175.1
259370,CO,CO: Montezuma County (08083),141.7,200.2,168.9,149,Mortality,63393.0,All Races,Male,All Cancer Sites Combined,2012-2016,198.8,276.0,235.0
260258,CO,CO: Montrose County (08085),129.6,171.7,149.4,214,Mortality,100067.0,All Races,Male,All Cancer Sites Combined,2012-2016,186.2,244.5,213.9
261146,CO,CO: Morgan County (08087),177.2,244.8,208.9,157,Mortality,70121.0,All Races,Male,All Cancer Sites Combined,2012-2016,190.2,261.8,223.9
262034,CO,CO: Otero County (08089),138.3,208.5,170.5,102,Mortality,45282.0,All Races,Male,All Cancer Sites Combined,2012-2016,183.7,273.4,225.3
262922,CO,CO: Ouray County (08091),86.1,215.4,137.1,+,Mortality,11451.0,All Races,Male,All Cancer Sites Combined,2012-2016,148.3,332.7,227.1
263810,CO,CO: Park County (08093),96.9,181.4,134.3,67,Mortality,43619.0,All Races,Male,All Cancer Sites Combined,2012-2016,119.0,195.1,153.6
264698,CO,CO: Phillips County (08095),104.9,252.1,165.6,25,Mortality,10671.0,All Races,Male,All Cancer Sites Combined,2012-2016,151.6,345.8,234.3
265586,CO,CO: Pitkin County (08097),55.1,109.1,78.5,44,Mortality,46237.0,All Races,Male,All Cancer Sites Combined,2012-2016,69.1,127.8,95.2
266474,CO,CO: Prowers County (08099),153.0,255.7,199.4,66,Mortality,30390.0,All Races,Male,All Cancer Sites Combined,2012-2016,168.0,276.3,217.2
267362,CO,CO: Pueblo County (08101),181.8,207.6,194.4,918,Mortality,399203.0,All Races,Male,All Cancer Sites Combined,2012-2016,215.3,245.3,230.0
268250,CO,CO: Rio Blanco County (08103),106.2,235.8,161.6,29,Mortality,17004.0,All Races,Male,All Cancer Sites Combined,2012-2016,114.2,244.9,170.5
269138,CO,CO: Rio Grande County (08105),124.2,209.4,162.2,65,Mortality,28640.0,All Races,Male,All Cancer Sites Combined,2012-2016,175.2,289.3,227.0
270026,CO,CO: Routt County (08107),88.2,157.7,119.5,67,Mortality,62879.0,All Races,Male,All Cancer Sites Combined,2012-2016,82.6,135.3,106.6
270914,CO,CO: Saguache County (08109),92.6,217.9,145.0,32,Mortality,15836.0,All Races,Male,All Cancer Sites Combined,2012-2016,138.2,285.3,202.1
271802,CO,CO: San Juan County (08111),~,~,~,~,Mortality,1940.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
272690,CO,CO: San Miguel County (08113),66.1,211.4,125.3,+,Mortality,20644.0,All Races,Male,All Cancer Sites Combined,2012-2016,74.5,173.0,116.3
273578,CO,CO: Sedgwick County (08115),~,~,~,~,Mortality,5854.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
274466,CO,CO: Summit County (08117),45.1,96.2,67.4,44,Mortality,79122.0,All Races,Male,All Cancer Sites Combined,2012-2016,40.4,74.7,55.6
275354,CO,CO: Teller County (08119),102.5,165.0,130.9,102,Mortality,59863.0,All Races,Male,All Cancer Sites Combined,2012-2016,138.9,206.8,170.4
