,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
152749,AR,AR: White County (05145),141.4,173.6,156.9,387,Mortality,200903.0,All Races,Female,All Cancer Sites Combined,2012-2016,173.9,212.8,192.6
153637,AR,AR: Woodruff County (05147),104.9,198.5,144.8,47,Mortality,17960.0,All Races,Female,All Cancer Sites Combined,2012-2016,192.3,348.0,261.7
154525,AR,AR: Yell County (05149),164.8,232.0,196.0,144,Mortality,54082.0,All Races,Female,All Cancer Sites Combined,2012-2016,224.6,313.5,266.3
155413,AZ,AZ: Apache County (04001),93.1,123.4,107.4,210,Mortality,181031.0,All Races,Female,All Cancer Sites Combined,2012-2016,100.8,132.8,116.0
156301,AZ,AZ: Cochise County (04003),127.2,150.1,138.3,630,Mortality,313755.0,All Races,Female,All Cancer Sites Combined,2012-2016,185.4,217.1,200.8
157189,AZ,AZ: Coconino County (04005),94.7,118.4,106.0,342,Mortality,348122.0,All Races,Female,All Cancer Sites Combined,2012-2016,88.1,109.2,98.2
158077,AZ,AZ: Gila County (04007),116.7,148.5,131.7,332,Mortality,133701.0,All Races,Female,All Cancer Sites Combined,2012-2016,222.3,276.5,248.3
158965,AZ,AZ: Graham County (04009),118.6,168.1,141.7,136,Mortality,87468.0,All Races,Female,All Cancer Sites Combined,2012-2016,130.5,183.9,155.5
159853,AZ,AZ: Greenlee County (04011),109.1,220.8,157.9,35,Mortality,22120.0,All Races,Female,All Cancer Sites Combined,2012-2016,110.2,220.1,158.2
160741,AZ,AZ: La Paz County (04012) - 1994+,86.6,138.4,109.7,105,Mortality,49666.0,All Races,Female,All Cancer Sites Combined,2012-2016,172.9,255.9,211.4
161629,AZ,AZ: Maricopa County (04013),121.8,125.9,123.9,14789,Mortality,10316038.0,All Races,Female,All Cancer Sites Combined,2012-2016,141.1,145.7,143.4
162517,AZ,AZ: Mohave County (04015),157.3,175.3,166.1,1557,Mortality,505761.0,All Races,Female,All Cancer Sites Combined,2012-2016,292.7,323.5,307.9
163405,AZ,AZ: Navajo County (04017),107.8,132.7,119.7,388,Mortality,268501.0,All Races,Female,All Cancer Sites Combined,2012-2016,130.5,159.6,144.5
164293,AZ,AZ: Pima County (04019),118.1,125.6,121.8,4345,Mortality,2541876.0,All Races,Female,All Cancer Sites Combined,2012-2016,165.9,176.1,170.9
165181,AZ,AZ: Pinal County (04021),106.2,118.7,112.3,1382,Mortality,944393.0,All Races,Female,All Cancer Sites Combined,2012-2016,138.7,154.3,146.3
166069,AZ,AZ: Santa Cruz County (04023),89.3,123.2,105.2,160,Mortality,121435.0,All Races,Female,All Cancer Sites Combined,2012-2016,112.1,153.8,131.8
167407,AZ,AZ: Yavapai County (04025),127.0,142.5,134.5,1442,Mortality,556090.0,All Races,Female,All Cancer Sites Combined,2012-2016,246.1,273.0,259.3
168295,AZ,AZ: Yuma County (04027) - 1994+,88.0,103.6,95.5,620,Mortality,495569.0,All Races,Female,All Cancer Sites Combined,2012-2016,115.5,135.4,125.1
169183,CA,CA: Alameda County (06001),120.3,126.9,123.5,5747,Mortality,4099002.0,All Races,Female,All Cancer Sites Combined,2012-2016,136.6,143.9,140.2
170071,CA,CA: Alpine County (06003),~,~,~,~,Mortality,2606.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
170959,CA,CA: Amador County (06005),123.1,161.6,140.9,243,Mortality,86491.0,All Races,Female,All Cancer Sites Combined,2012-2016,246.7,318.6,281.0
171847,CA,CA: Butte County (06007),138.3,156.1,147.0,1174,Mortality,564638.0,All Races,Female,All Cancer Sites Combined,2012-2016,196.2,220.2,207.9
172735,CA,CA: Calaveras County (06009),114.9,150.4,131.5,258,Mortality,112211.0,All Races,Female,All Cancer Sites Combined,2012-2016,202.7,259.8,229.9
173623,CA,CA: Colusa County (06011),90.4,148.8,116.8,70,Mortality,52091.0,All Races,Female,All Cancer Sites Combined,2012-2016,104.8,169.8,134.4
174511,CA,CA: Contra Costa County (06013),122.7,130.3,126.4,4495,Mortality,2841495.0,All Races,Female,All Cancer Sites Combined,2012-2016,153.6,162.9,158.2
175399,CA,CA: Del Norte County (06015),116.3,167.6,139.9,130,Mortality,62177.0,All Races,Female,All Cancer Sites Combined,2012-2016,174.7,248.3,209.1
176287,CA,CA: El Dorado County (06017),112.7,130.3,121.2,804,Mortality,458771.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.3,187.8,175.3
177175,CA,CA: Fresno County (06019),119.5,128.6,124.0,2980,Mortality,2413665.0,All Races,Female,All Cancer Sites Combined,2012-2016,119.1,128.0,123.5
178063,CA,CA: Glenn County (06021),118.3,172.5,143.4,119,Mortality,69045.0,All Races,Female,All Cancer Sites Combined,2012-2016,142.8,206.2,172.4
178951,CA,CA: Humboldt County (06023),135.1,158.9,146.6,645,Mortality,337926.0,All Races,Female,All Cancer Sites Combined,2012-2016,176.4,206.2,190.9
179839,CA,CA: Imperial County (06025),84.9,103.2,93.7,425,Mortality,437535.0,All Races,Female,All Cancer Sites Combined,2012-2016,88.1,106.8,97.1
180727,CA,CA: Inyo County (06027),100.2,155.3,125.1,97,Mortality,45510.0,All Races,Female,All Cancer Sites Combined,2012-2016,172.8,260.0,213.1
181615,CA,CA: Kern County (06029),133.1,143.8,138.4,2658,Mortality,2123943.0,All Races,Female,All Cancer Sites Combined,2012-2016,120.4,130.0,125.1
182503,CA,CA: Kings County (06031),125.4,152.6,138.5,418,Mortality,335279.0,All Races,Female,All Cancer Sites Combined,2012-2016,113.0,137.2,124.7
183391,CA,CA: Lake County (06033),152.2,186.0,168.4,433,Mortality,160382.0,All Races,Female,All Cancer Sites Combined,2012-2016,245.1,296.6,270.0
184279,CA,CA: Lassen County (06035),106.5,159.7,130.9,106,Mortality,58491.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.4,219.2,181.2
185167,CA,CA: Los Angeles County (06037),122.3,124.9,123.6,35296,Mortality,25529214.0,All Races,Female,All Cancer Sites Combined,2012-2016,136.8,139.7,138.3
186055,CA,CA: Madera County (06039),109.5,131.3,120.0,489,Mortality,396214.0,All Races,Female,All Cancer Sites Combined,2012-2016,112.7,134.9,123.4
186943,CA,CA: Marin County (06041),102.4,115.5,108.8,1187,Mortality,664886.0,All Races,Female,All Cancer Sites Combined,2012-2016,168.5,189.0,178.5
187831,CA,CA: Mariposa County (06043),95.3,150.3,119.8,94,Mortality,43490.0,All Races,Female,All Cancer Sites Combined,2012-2016,174.7,264.5,216.1
188719,CA,CA: Mendocino County (06045),118.5,145.1,131.2,430,Mortality,219376.0,All Races,Female,All Cancer Sites Combined,2012-2016,177.9,215.4,196.0
189607,CA,CA: Merced County (06047),132.2,151.4,141.5,870,Mortality,656836.0,All Races,Female,All Cancer Sites Combined,2012-2016,123.8,141.6,132.5
190495,CA,CA: Modoc County (06049),102.1,180.9,136.0,56,Mortality,22522.0,All Races,Female,All Cancer Sites Combined,2012-2016,187.8,322.9,248.6
191383,CA,CA: Mono County (06051),43.6,104.7,69.2,25,Mortality,33123.0,All Races,Female,All Cancer Sites Combined,2012-2016,48.8,111.4,75.5
192271,CA,CA: Monterey County (06053),105.5,118.1,111.7,1289,Mortality,1053286.0,All Races,Female,All Cancer Sites Combined,2012-2016,115.8,129.2,122.4
193159,CA,CA: Napa County (06055),120.3,141.4,130.5,650,Mortality,352625.0,All Races,Female,All Cancer Sites Combined,2012-2016,170.4,199.1,184.3
194047,CA,CA: Nevada County (06057),114.1,137.3,125.2,546,Mortality,249872.0,All Races,Female,All Cancer Sites Combined,2012-2016,200.6,237.6,218.5
194935,CA,CA: Orange County (06059),117.0,121.5,119.2,11143,Mortality,7933402.0,All Races,Female,All Cancer Sites Combined,2012-2016,137.9,143.1,140.5
195823,CA,CA: Placer County (06061),123.8,136.3,129.9,1771,Mortality,946227.0,All Races,Female,All Cancer Sites Combined,2012-2016,178.5,196.1,187.2
196711,CA,CA: Plumas County (06063),132.8,196.7,161.9,133,Mortality,47100.0,All Races,Female,All Cancer Sites Combined,2012-2016,236.4,334.6,282.4
197599,CA,CA: Riverside County (06065),126.6,132.2,129.3,8395,Mortality,5837546.0,All Races,Female,All Cancer Sites Combined,2012-2016,140.8,146.9,143.8
198487,CA,CA: Sacramento County (06067),138.7,146.0,142.3,6111,Mortality,3779908.0,All Races,Female,All Cancer Sites Combined,2012-2016,157.6,165.8,161.7
199375,CA,CA: San Benito County (06069),94.0,129.2,110.5,167,Mortality,144901.0,All Races,Female,All Cancer Sites Combined,2012-2016,98.4,134.1,115.3
200263,CA,CA: San Bernardino County (06071),137.3,144.0,140.6,7032,Mortality,5288679.0,All Races,Female,All Cancer Sites Combined,2012-2016,129.9,136.1,133.0
201151,CA,CA: San Diego County (06073),127.0,131.7,129.4,12024,Mortality,8086935.0,All Races,Female,All Cancer Sites Combined,2012-2016,146.0,151.4,148.7
202039,CA,CA: San Francisco County (06075),112.1,120.5,116.2,3219,Mortality,2093859.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.5,159.1,153.7
202927,CA,CA: San Joaquin County (06077),136.0,147.0,141.4,2666,Mortality,1797314.0,All Races,Female,All Cancer Sites Combined,2012-2016,142.8,154.1,148.3
203815,CA,CA: San Luis Obispo County (06079),119.5,134.3,126.7,1268,Mortality,684088.0,All Races,Female,All Cancer Sites Combined,2012-2016,175.3,195.8,185.4
204703,CA,CA: San Mateo County (06081),108.1,116.6,112.3,2869,Mortality,1923074.0,All Races,Female,All Cancer Sites Combined,2012-2016,143.8,154.7,149.2
205591,CA,CA: Santa Barbara County (06083),116.3,128.6,122.3,1664,Mortality,1096005.0,All Races,Female,All Cancer Sites Combined,2012-2016,144.6,159.3,151.8
206479,CA,CA: Santa Clara County (06085),106.7,112.5,109.6,5809,Mortality,4697877.0,All Races,Female,All Cancer Sites Combined,2012-2016,120.5,126.9,123.7
207367,CA,CA: Santa Cruz County (06087),115.2,131.2,123.0,1004,Mortality,683097.0,All Races,Female,All Cancer Sites Combined,2012-2016,138.0,156.4,147.0
208255,CA,CA: Shasta County (06089),143.4,162.6,152.7,1065,Mortality,454291.0,All Races,Female,All Cancer Sites Combined,2012-2016,220.6,248.9,234.4
209143,CA,CA: Sierra County (06091),~,~,~,~,Mortality,7457.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
210031,CA,CA: Siskiyou County (06093),136.8,176.2,155.4,290,Mortality,109458.0,All Races,Female,All Cancer Sites Combined,2012-2016,235.3,297.3,264.9
210919,CA,CA: Solano County (06095),135.7,149.0,142.2,1847,Mortality,1081173.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.1,178.8,170.8
211807,CA,CA: Sonoma County (06097),126.1,137.2,131.6,2372,Mortality,1271187.0,All Races,Female,All Cancer Sites Combined,2012-2016,179.2,194.3,186.6
212695,CA,CA: Stanislaus County (06099),143.0,155.9,149.4,2129,Mortality,1340479.0,All Races,Female,All Cancer Sites Combined,2012-2016,152.1,165.7,158.8
213583,CA,CA: Sutter County (06101),125.0,152.6,138.3,410,Mortality,239167.0,All Races,Female,All Cancer Sites Combined,2012-2016,155.2,188.9,171.4
214471,CA,CA: Tehama County (06103),114.9,146.2,129.8,292,Mortality,158617.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.6,206.5,184.1
215359,CA,CA: Trinity County (06105),101.5,169.4,131.3,75,Mortality,32116.0,All Races,Female,All Cancer Sites Combined,2012-2016,183.7,292.7,233.5
216247,CA,CA: Tulare County (06107),120.4,134.2,127.1,1345,Mortality,1139528.0,All Races,Female,All Cancer Sites Combined,2012-2016,111.8,124.5,118.0
217135,CA,CA: Tuolumne County (06109),130.8,163.7,146.3,358,Mortality,128965.0,All Races,Female,All Cancer Sites Combined,2012-2016,249.6,307.9,277.6
218023,CA,CA: Ventura County (06111),121.6,130.5,126.0,3211,Mortality,2130792.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.5,156.0,150.7
218911,CA,CA: Yolo County (06113),126.8,147.5,136.8,712,Mortality,537594.0,All Races,Female,All Cancer Sites Combined,2012-2016,122.9,142.5,132.4
219799,CA,CA: Yuba County (06115),136.3,174.2,154.4,275,Mortality,182424.0,All Races,Female,All Cancer Sites Combined,2012-2016,133.5,169.7,150.7
221137,CO,CO: Adams County (08001) - 2002+,130.2,144.9,137.4,1425,Mortality,1190274.0,All Races,Female,All Cancer Sites Combined,2012-2016,113.6,126.1,119.7
222025,CO,CO: Alamosa County (08003),96.1,168.2,128.3,56,Mortality,40485.0,All Races,Female,All Cancer Sites Combined,2012-2016,104.5,179.6,138.3
222913,CO,CO: Arapahoe County (08005),109.5,120.2,114.7,1896,Mortality,1566049.0,All Races,Female,All Cancer Sites Combined,2012-2016,115.7,126.6,121.1
223801,CO,CO: Archuleta County (08007),72.7,136.7,100.2,51,Mortality,30703.0,All Races,Female,All Cancer Sites Combined,2012-2016,123.7,218.4,166.1
224689,CO,CO: Baca County (08009),91.7,230.1,146.0,26,Mortality,9081.0,All Races,Female,All Cancer Sites Combined,2012-2016,187.0,419.5,286.3
225577,CO,CO: Bent County (08011),95.7,222.2,146.5,27,Mortality,10244.0,All Races,Female,All Cancer Sites Combined,2012-2016,173.7,383.5,263.6
226465,CO,CO: Boulder County (08013) - 2002+,105.2,120.0,112.4,956,Mortality,780009.0,All Races,Female,All Cancer Sites Combined,2012-2016,114.9,130.6,122.6
227353,CO,CO: Boulder before Broomfield (08912) - 1969-2001,~,~,~,~,Mortality,0.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
228241,CO,CO: Broomfield County (08014) - 2002+,113.1,148.2,129.7,226,Mortality,157370.0,All Races,Female,All Cancer Sites Combined,2012-2016,125.5,163.6,143.6
229129,CO,CO: Chaffee County (08015),123.0,184.0,150.5,116,Mortality,43257.0,All Races,Female,All Cancer Sites Combined,2012-2016,221.6,321.6,268.2
230017,CO,CO: Cheyenne County (08017),~,~,~,~,Mortality,4609.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
230905,CO,CO: Clear Creek County (08019),81.2,179.6,122.8,32,Mortality,21911.0,All Races,Female,All Cancer Sites Combined,2012-2016,99.9,206.2,146.0
231793,CO,CO: Conejos County (08021),93.5,191.1,135.4,35,Mortality,20359.0,All Races,Female,All Cancer Sites Combined,2012-2016,119.7,239.1,171.9
232681,CO,CO: Costilla County (08023),68.7,194.9,115.4,19,Mortality,8640.0,All Races,Female,All Cancer Sites Combined,2012-2016,132.4,343.4,219.9
233569,CO,CO: Crowley County (08025),72.3,202.8,121.1,+,Mortality,7885.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.1,376.3,241.0
234457,CO,CO: Custer County (08027),81.8,209.7,129.3,27,Mortality,10627.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.4,369.7,254.1
235345,CO,CO: Delta County (08029),125.7,174.2,148.2,183,Mortality,75232.0,All Races,Female,All Cancer Sites Combined,2012-2016,209.3,281.2,243.2
236233,CO,CO: Denver County (08031),125.5,136.8,131.1,2219,Mortality,1660244.0,All Races,Female,All Cancer Sites Combined,2012-2016,128.2,139.3,133.7
237121,CO,CO: Dolores County (08033),~,~,~,~,Mortality,4819.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
238009,CO,CO: Douglas County (08035),102.1,119.1,110.4,737,Mortality,788872.0,All Races,Female,All Cancer Sites Combined,2012-2016,86.8,100.4,93.4
238897,CO,CO: Eagle County (08037),47.5,88.3,65.9,59,Mortality,124855.0,All Races,Female,All Cancer Sites Combined,2012-2016,36.0,61.0,47.3
239785,CO,CO: El Paso County (08041),119.1,129.9,124.4,2125,Mortality,1649213.0,All Races,Female,All Cancer Sites Combined,2012-2016,123.4,134.4,128.8
240673,CO,CO: Elbert County (08039),94.1,154.0,121.2,82,Mortality,60003.0,All Races,Female,All Cancer Sites Combined,2012-2016,108.7,169.6,136.7
241561,CO,CO: Fremont County (08043),118.0,155.6,135.6,235,Mortality,98538.0,All Races,Female,All Cancer Sites Combined,2012-2016,209.0,271.0,238.5
242449,CO,CO: Garfield County (08045),103.7,143.6,122.5,162,Mortality,140670.0,All Races,Female,All Cancer Sites Combined,2012-2016,98.1,134.3,115.2
243337,CO,CO: Gilpin County (08047),59.5,227.3,125.0,16,Mortality,13436.0,All Races,Female,All Cancer Sites Combined,2012-2016,68.1,193.4,119.1
244225,CO,CO: Grand County (08049),77.0,158.0,112.2,39,Mortality,34140.0,All Races,Female,All Cancer Sites Combined,2012-2016,81.2,156.2,114.2
245113,CO,CO: Gunnison County (08051),57.2,124.6,86.1,31,Mortality,36483.0,All Races,Female,All Cancer Sites Combined,2012-2016,57.7,120.6,85.0
246001,CO,CO: Hinsdale County (08053),~,~,~,~,Mortality,1897.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
246889,CO,CO: Huerfano County (08055),61.6,138.2,90.9,33,Mortality,16081.0,All Races,Female,All Cancer Sites Combined,2012-2016,141.3,288.2,205.2
247777,CO,CO: Jackson County (08057),~,~,~,~,Mortality,3178.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
248665,CO,CO: Jefferson County (08059) - 2002+,113.7,124.1,118.8,2139,Mortality,1404131.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.9,158.9,152.3
249553,CO,CO: Kiowa County (08061),~,~,~,~,Mortality,3566.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
250441,CO,CO: Kit Carson County (08063),68.0,147.3,100.8,32,Mortality,18040.0,All Races,Female,All Cancer Sites Combined,2012-2016,121.3,250.4,177.4
251329,CO,CO: La Plata County (08067),99.5,136.3,116.8,178,Mortality,132827.0,All Races,Female,All Cancer Sites Combined,2012-2016,115.0,155.2,134.0
252217,CO,CO: Lake County (08065),100.1,234.1,157.1,25,Mortality,17078.0,All Races,Female,All Cancer Sites Combined,2012-2016,94.7,216.1,146.4
253105,CO,CO: Larimer County (08069),110.2,124.5,117.2,1118,Mortality,814125.0,All Races,Female,All Cancer Sites Combined,2012-2016,129.4,145.6,137.3
253993,CO,CO: Las Animas County (08071),111.3,180.2,142.1,83,Mortality,34611.0,All Races,Female,All Cancer Sites Combined,2012-2016,191.0,297.3,239.8
254881,CO,CO: Lincoln County (08073),87.2,215.7,139.6,25,Mortality,11459.0,All Races,Female,All Cancer Sites Combined,2012-2016,141.2,322.1,218.2
255769,CO,CO: Logan County (08075),118.1,177.2,145.1,108,Mortality,48763.0,All Races,Female,All Cancer Sites Combined,2012-2016,181.7,267.4,221.5
256657,CO,CO: Mesa County (08077),117.0,137.1,126.7,669,Mortality,373021.0,All Races,Female,All Cancer Sites Combined,2012-2016,166.0,193.5,179.3
257545,CO,CO: Mineral County (08079),~,~,~,~,Mortality,1793.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
258433,CO,CO: Moffat County (08081),97.4,177.6,132.9,49,Mortality,31619.0,All Races,Female,All Cancer Sites Combined,2012-2016,114.6,204.9,155.0
259321,CO,CO: Montezuma County (08083),104.5,152.2,126.4,123,Mortality,64781.0,All Races,Female,All Cancer Sites Combined,2012-2016,157.8,226.5,189.9
260209,CO,CO: Montrose County (08085),120.7,159.5,138.9,231,Mortality,103294.0,All Races,Female,All Cancer Sites Combined,2012-2016,195.7,254.4,223.6
261097,CO,CO: Morgan County (08087),113.3,164.4,137.0,123,Mortality,70498.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.0,208.2,174.5
261985,CO,CO: Otero County (08089),110.1,167.2,136.1,102,Mortality,46673.0,All Races,Female,All Cancer Sites Combined,2012-2016,178.2,265.3,218.5
262873,CO,CO: Ouray County (08091),~,~,~,~,Mortality,11516.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
263761,CO,CO: Park County (08093),59.1,119.6,84.9,49,Mortality,39011.0,All Races,Female,All Cancer Sites Combined,2012-2016,92.9,166.1,125.6
264649,CO,CO: Phillips County (08095),71.7,188.6,118.1,23,Mortality,11063.0,All Races,Female,All Cancer Sites Combined,2012-2016,131.8,312.0,207.9
265537,CO,CO: Pitkin County (08097),35.2,88.8,57.5,25,Mortality,41867.0,All Races,Female,All Cancer Sites Combined,2012-2016,38.6,88.1,59.7
266425,CO,CO: Prowers County (08099),141.0,228.6,180.5,77,Mortality,30395.0,All Races,Female,All Cancer Sites Combined,2012-2016,199.9,316.6,253.3
267313,CO,CO: Pueblo County (08101),115.6,134.6,124.8,728,Mortality,411898.0,All Races,Female,All Cancer Sites Combined,2012-2016,164.1,190.1,176.7
268201,CO,CO: Rio Blanco County (08103),72.6,175.1,115.0,23,Mortality,16154.0,All Races,Female,All Cancer Sites Combined,2012-2016,90.3,213.6,142.4
269089,CO,CO: Rio Grande County (08105),70.5,136.7,99.1,41,Mortality,29071.0,All Races,Female,All Cancer Sites Combined,2012-2016,101.2,191.3,141.0
269977,CO,CO: Routt County (08107),71.8,132.4,98.9,52,Mortality,56951.0,All Races,Female,All Cancer Sites Combined,2012-2016,68.2,119.7,91.3
270865,CO,CO: Saguache County (08109),53.1,139.8,87.3,22,Mortality,15548.0,All Races,Female,All Cancer Sites Combined,2012-2016,88.7,214.2,141.5
271753,CO,CO: San Juan County (08111),~,~,~,~,Mortality,1531.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
